Make,Model,Price,Year,Kilometer,Fuel,Transmission,Location,Color,Owner,Seller,Engine,Power,Torque,Drivetrain,Length,Width,Height,Seats,Tank
Jeep,Compass Limited 2.0 Diesel [2017-2020],12400,2017,57000,Diesel,Manual,Mumbai,White,First,Individual,1956,171 bhp @ 3750 rpm,350 Nm @ 1750 rpm,FWD,4395,1818,1640,5,60
Hyundai,Creta SX 1.6 AT CRDi,12400,2018,440000,Diesel,Automatic,Delhi,Grey,First,Individual,1582,126 bhp @ 4000 rpm,260 Nm @ 1500 rpm,FWD,4270,1780,1665,5,55
Hyundai,Elite i20 Asta (O) 1.0 Turbo DCT,12450,2021,10530,Petrol,Automatic,Bangalore,Red,First,Individual,998,118 bhp @ 6000 rpm,172 Nm @ 1500 rpm,FWD,3995,1775,1505,5,37
Maruti Suzuki,XL6 Zeta MT Petrol,12450,2021,7239,Petrol,Manual,Udupi,White,First,Individual,1462,103 bhp @ 6000 rpm,138 Nm @ 4400 rpm,FWD,4445,1775,1700,6,45
Volvo,V40 Cross Country D3,12500,2013,71141,Diesel,Automatic,Navi Mumbai,Silver,First,Individual,1984,150 bhp @ 3500 rpm,350 Nm @ 1500 rpm,FWD,4370,1783,1458,5,60
Jeep,Compass Limited (O) 1.4 Petrol AT [2017-2020],12500,2017,60200,Petrol,Automatic,Thane,White,First,Corporate,1368,160 bhp @ 5500 rpm,250 Nm @ 2500 rpm,FWD,4395,1818,1640,5,60
Mercedes-Benz,C-Class 220 BlueEfficiency,12500,2012,78000,Diesel,Automatic,Mohali,White,First,Individual,2143,170 bhp @ 4200 rpm,400 Nm @ 2800 rpm,RWD,4596,1770,1447,5,66
Jeep,Compass Limited 2.0 Diesel [2017-2020],12500,2018,90000,Diesel,Manual,Ludhiana,Silver,First,Individual,1956,171 bhp @ 3750 rpm,350 Nm @ 1750 rpm,FWD,4395,1818,1640,5,60
Mahindra,Scorpio S11 2WD 7 STR,12510,2018,120000,Diesel,Manual,Ranchi,Black,Second,Individual,2179,140 bhp @ 3750 rpm,320 Nm @ 1500 rpm,RWD,4456,1820,1995,7,60
Honda,City VX,12550,2021,10000,Petrol,Manual,Mumbai,White,First,Corporate,1497,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,4440,1695,1495,5,40
Hyundai,Creta 1.6 SX Plus AT Petrol,12600,2018,33500,Petrol,Automatic,Mumbai,White,First,Individual,1591,122 bhp @ 6400 rpm,154 Nm @ 4850 rpm,FWD,4270,1780,1630,5,60
Hyundai,Creta SX 1.6 AT Petrol,12600,2018,36000,Petrol,Automatic,Mumbai,Grey,First,Individual,1591,122 bhp @ 6400 rpm,151 Nm @ 4850 rpm,FWD,4270,1780,1665,5,55
Mahindra,Scorpio S9 2WD 7 STR,12700,2019,61805,Diesel,Manual,Guwahati,White,First,Individual,2179,140 bhp @ 3750 rpm,320 Nm @ 1500 rpm,RWD,4456,1820,1995,7,60
Kia,Seltos HTX 1.5 [2020-2021],12750,2020,42000,Petrol,Manual,Ahmedabad,Black,First,Individual,1497,113 bhp @ 6300 rpm,144 Nm @ 4500 rpm,FWD,4315,1800,1645,5,50
Mercedes-Benz,E-Class E220 CDI Blue Efficiency,12750,2012,101000,Diesel,Automatic,Surat,Brown,Second,Individual,2143,231 bhp @ 3000 rpm,400 Nm @ 2800 rpm,RWD,4868,1854,1470,5,80
Hyundai,Creta SX 1.6 (O) Petrol,12750,2019,44000,Petrol,Manual,Delhi,Grey,First,Individual,1591,122 bhp @ 6400 rpm,151 Nm @ 4850 rpm,FWD,4270,1780,1665,5,55
Mahindra,XUV500 W11,12750,2018,47000,Diesel,Manual,Ranchi,White,First,Individual,2179,153 bhp @ 3750 rpm,360 Nm @ 1750 rpm,FWD,4585,1890,1785,7,70
Kia,Seltos HTK Plus AT 1.5 Diesel [2020-2021],12750,2021,30000,Diesel,Automatic,Mohali,White,First,Individual,1493,113 bhp @ 4000 rpm,250 Nm @ 1500 rpm,FWD,4315,1800,1645,5,50
Hyundai,Creta SX 1.6 CRDi,12750,2019,58900,Diesel,Manual,Agra,White,First,Individual,1582,126 bhp @ 4000 rpm,260 Nm @ 1500 rpm,FWD,4270,1780,1665,5,55
Toyota,Fortuner 3.0 4x4 MT,12900,2012,121000,Diesel,Manual,Ludhiana,Gold,Second,Individual,2982,169 bhp @ 3600 rpm,343 Nm @ 1400 rpm,AWD,4705,1840,1850,7,80
Toyota,Innova 2.5 VX 7 STR BS-III,12900,2014,85000,Diesel,Manual,Bangalore,Silver,Second,Individual,2494,100 bhp @ 3600 rpm,200 Nm @ 1400 rpm,RWD,4585,1760,1760,7,55
Toyota,Corolla Altis VL AT Petrol,12950,2018,65100,Petrol,Automatic,Thane,Beige,First,Corporate,1798,138 bhp @ 6400 rpm,173 Nm @ 4000 rpm,FWD,4620,1775,1475,5,55
Hyundai,Creta SX 1.6 AT Petrol,12950,2018,30000,Petrol,Automatic,Delhi,Black,First,Individual,1591,122 bhp @ 6400 rpm,151 Nm @ 4850 rpm,FWD,4270,1780,1665,5,55
Mahindra,XUV300 W8 (O) 1.5 Diesel,12990,2020,31348,Diesel,Manual,Bangalore,White,First,Individual,1497,115 bhp @ 3750 rpm,300 Nm @ 1500 rpm,FWD,3995,1821,1627,5,42
Maruti Suzuki,XL6 Alpha MT Petrol,12990,2021,13400,Petrol,Manual,Mysore,White,First,Individual,1462,103 bhp @ 6000 rpm,138 Nm @ 4400 rpm,FWD,4445,1775,1700,6,45
Hyundai,Creta 1.6 SX Plus AT Petrol,12990,2018,50000,Petrol,Automatic,Mumbai,White,First,Individual,1591,122 bhp @ 6400 rpm,154 Nm @ 4850 rpm,FWD,4270,1780,1630,5,60
Hyundai,Creta SX 1.6 CRDi,12990,2019,39000,Diesel,Manual,Mumbai,White,First,Individual,1582,126 bhp @ 4000 rpm,260 Nm @ 1500 rpm,FWD,4270,1780,1665,5,55
Mercedes-Benz,C-Class 200 CGI,13000,2012,64800,Petrol,Automatic,Delhi,Silver,First,Individual,1796,186 bhp @ 5600 rpm,285 Nm @ 4000 rpm,RWD,4596,1770,1447,5,66
Audi,Q3 2.0 TDI quattro Premium Plus,13000,2014,51000,Diesel,Automatic,Raipur,Gold,Second,Individual,1968,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,AWD,4385,1831,1608,5,64
Mitsubishi,Pajero 2.5 MT,13000,2013,95000,Diesel,Manual,Bangalore,Blue,Second,Individual,2477,176 bhp @ 4000 rpm,400 Nm @ 2000 rpm,AWD,4695,1815,1840,7,70
Mercedes-Benz,E-Class E 200 Avantgarde,13000,1988,71000,Petrol,Automatic,Dehradun,Red,Third,Individual,1991,181 bhp @ 5500 rpm,300 Nm @ 1200 rpm,RWD,5063,1860,1494,5,80
Skoda,Octavia 1.8 TSI Style Plus AT [2017],13000,2016,55000,Petrol,Automatic,Hyderabad,Grey,Second,Individual,1798,177 bhp @ 5100 rpm,250 Nm @ 1250 rpm,FWD,4670,1814,1476,5,50
Kia,Seltos HTK 1.5 Diesel [2020-2021],13000,2020,27000,Diesel,Manual,Jaipur,Silver,First,Individual,1493,113 bhp @ 4000 rpm,250 Nm @ 1500 rpm,FWD,4315,1800,1645,5,50
MINI,Countryman Cooper D,13000,2013,50300,Diesel,Automatic,Delhi,Green,Second,Individual,1995,112 bhp @,270 Nm @ 1750 rpm,FWD,4097,1789,1561,5,47
Toyota,Corolla Altis G AT Petrol,13210,2018,38000,Petrol,Automatic,Mumbai,Gold,First,Corporate,1798,138 bhp @ 6400 rpm,173 Nm @ 4000 rpm,FWD,4620,1775,1475,5,55
Audi,A6 2.0 TDI Premium,13250,2012,98580,Diesel,Automatic,Goa,White,First,Individual,1968,177 bhp @ 3750 rpm,380 Nm @ 1750 rpm,FWD,4915,1874,1455,5,65
Hyundai,Verna Fluidic 1.6 VTVT SX Opt AT,13250,2021,9900,Petrol,Automatic,Mumbai,Blue,First,Individual,1591,121 bhp @ 6300 rpm,158 Nm @ 4200 rpm,FWD,4370,1700,1475,5,43
Kia,Sonet GTX Plus 1.0 iMT [2020-2021],13250,2021,20000,Petrol,Manual,Bangalore,Maroon,First,Individual,998,118 bhp @ 6000 rpm,172 Nm @ 1500 rpm,FWD,3995,1790,1647,5,45
Honda,City V CVT Petrol [2017-2019],13400,2021,11000,Petrol,Automatic,Mumbai,Black,First,Individual,1497,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,4440,1695,1495,5,40
Audi,Q3 2.0 TDI quattro Premium,13500,2012,72000,Diesel,Automatic,Hyderabad,White,UnRegistered Car,Individual,1968,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,AWD,4385,1831,1608,5,64
Mercedes-Benz,E-Class E350 CDI Avantgarde,13500,2012,72000,Diesel,Automatic,Vadodara,White,Second,Individual,2987,231@3800,540@1600,RWD,4868,1854,1471,5,80
Audi,Q3 2.0 TDI quattro Premium,13500,2015,47706,Diesel,Automatic,Ranchi,Black,First,Individual,1968,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,AWD,4385,1831,1608,5,64
Mahindra,Scorpio S11 2WD 7 STR,13500,2018,56500,Diesel,Manual,Lucknow,Black,First,Individual,2179,140 bhp @ 3750 rpm,320 Nm @ 1500 rpm,RWD,4456,1820,1995,7,60
Jeep,Compass Limited 1.4 Petrol AT [2017-2020],13500,2017,70000,Petrol,Automatic,Chennai,Blue,First,Individual,1368,160 bhp @ 5500 rpm,250 Nm @ 2500 rpm,FWD,4395,1818,1640,5,60
Audi,A3 35 TDI Premium + Sunroof,13500,2015,60000,Diesel,Automatic,Delhi,Black,First,Individual,1968,141 bhp @ 3500 rpm,320 Nm @ 1750 rpm,FWD,4456,1796,1416,5,50
Mercedes-Benz,A-Class A 180 Sport Petrol,13500,2014,80000,Petrol,Automatic,Bangalore,White,Third,Individual,1595,121 bhp @ 5000 rpm,200 Nm @ 1250 rpm,FWD,4292,1780,1433,4,50
Kia,Seltos HTX Plus 1.5 Diesel [2020-2021],13500,2019,79000,Diesel,Manual,Ludhiana,Grey,Second,Individual,1493,113 bhp @ 4000 rpm,250 Nm @ 1500 rpm,FWD,4315,1800,1645,5,50
Mahindra,Scorpio S11 4WD 7 STR,13750,2019,69000,Diesel,Manual,Lucknow,Black,First,Individual,2179,140 bhp @ 3750 rpm,320 Nm @ 1500 rpm,AWD,4456,1820,1995,7,60
Mahindra,XUV500 W10,13750,2016,75811,Diesel,Manual,Bangalore,Black,First,Individual,2179,138 bhp @ 3750 rpm,330 Nm @ 1600 rpm,FWD,4585,1890,1785,7,70
BMW,3-Series 320d Luxury Line,13750,2013,102000,Diesel,Automatic,Bangalore,White,Second,Individual,1995,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD,4633,1811,1429,5,57
Audi,A4 2.0 TDI (177bhp) Premium,13750,2011,62000,Diesel,Automatic,Chennai,White,First,Individual,1968,177 bhp @ 4200 rpm,380 Nm @ 1750 rpm,FWD,4701,1826,1427,5,63
Toyota,Fortuner 3.0 4x2 MT,13750,2012,98352,Diesel,Manual,Patna,White,First,Individual,2982,169 bhp @ 3600 rpm,343 Nm @ 1400 rpm,RWD,4705,1840,1850,7,80
Hyundai,Creta 1.6 S Plus AT,13750,2017,70000,Diesel,Automatic,Bangalore,White,First,Individual,1582,126 bhp @ 4000 rpm,265 Nm @ 1900 rpm,FWD,4270,1780,1630,5,60
Toyota,Fortuner 3.0 4x2 MT,13750,2013,97000,Diesel,Manual,Jalandhar,White,First,Individual,2982,169 bhp @ 3600 rpm,343 Nm @ 1400 rpm,RWD,4705,1840,1850,7,80
Toyota,Fortuner 3.0 4x2 MT,13750,2013,83000,Diesel,Manual,Jalandhar,White,First,Individual,2982,169 bhp @ 3600 rpm,343 Nm @ 1400 rpm,RWD,4705,1840,1850,7,80
Audi,A4 2.0 TDI (143bhp),13800,2014,100000,Diesel,Automatic,Bangalore,Black,First,Individual,1968,141 bhp @ 4200 rpm,320 Nm @ 1750 rpm,FWD,4701,1826,1427,5,63
Skoda,Octavia 1.8 TSI Style Plus AT [2017],13900,2017,56000,Petrol,Automatic,Mumbai,White,First,Individual,1798,177 bhp @ 5100 rpm,250 Nm @ 1250 rpm,FWD,4670,1814,1476,5,50
Hyundai,Creta SX 1.6 AT Petrol,13900,2019,29096,Petrol,Automatic,Mumbai,White,First,Individual,1591,122 bhp @ 6400 rpm,151 Nm @ 4850 rpm,FWD,4270,1780,1665,5,55
Honda,City VX CVT Petrol,13900,2022,32000,Petrol,Automatic,Delhi,Brown,First,Individual,1498,119 bhp @ 6600 rpm,145 Nm @ 4300 rpm,FWD,4549,1748,1489,5,40
Audi,Q3 2.0 TDI quattro Premium,13900,2012,69500,Diesel,Automatic,Ahmedabad,Blue,First,Individual,1968,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,AWD,4385,1831,1608,5,64
Audi,A3 35 TDI Premium Plus,13900,2014,85900,Diesel,Automatic,Agra,Brown,First,Individual,1968,141 bhp @ 3500 rpm,320 Nm @ 1750 rpm,FWD,4456,1796,1416,5,50
Skoda,Octavia 1.8 TSI Style Plus AT [2017],13900,2017,56000,Petrol,Automatic,Navi Mumbai,White,First,Individual,1798,177 bhp @ 5100 rpm,250 Nm @ 1250 rpm,FWD,4670,1814,1476,5,50
BMW,3-Series 320d Luxury Line,13950,2013,65000,Diesel,Automatic,Kolkata,Black,Second,Individual,1995,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD,4633,1811,1429,5,57
Kia,Seltos HTX 1.5 [2020-2021],13990,2021,11000,Petrol,Manual,Pune,Silver,First,Individual,1497,113 bhp @ 6300 rpm,144 Nm @ 4500 rpm,FWD,4315,1800,1645,5,50
Toyota,Fortuner 3.0 4x2 AT,14000,2014,143000,Diesel,Automatic,Faridabad,White,Second,Individual,2982,169 bhp @ 3600 rpm,360 Nm @ 1400 rpm,RWD,4705,1840,1850,7,80
Hyundai,Creta 1.6 SX Plus AT Petrol,14000,2019,13000,Petrol,Automatic,Mumbai,White,First,Individual,1591,122 bhp @ 6400 rpm,154 Nm @ 4850 rpm,FWD,4270,1780,1630,5,60
BMW,3-Series 320d Sport Line,14000,2014,35000,Diesel,Automatic,Kolkata,Brown,First,Individual,1995,184 bhp @ 4000 rpm,380 Nm @ 1750 rpm,RWD,4624,2031,1429,5,60
BMW,X5 3.0d,14000,2009,115000,Diesel,Automatic,Coimbatore,Green,Second,Individual,2993,218@4000,480@1750,AWD,4854,1933,1776,5,85
Audi,A6 2.0 TDI Premium,14000,2013,60000,Diesel,Automatic,Pune,Grey,Second,Individual,1968,177 bhp @ 3750 rpm,380 Nm @ 1750 rpm,FWD,4915,1874,1455,5,65
Skoda,Octavia 2.0 TDI L&K,14000,2020,94182,Diesel,Automatic,Kanpur,Grey,First,Individual,1968,141 bhp @ 3500 rpm,320 Nm @ 1750 rpm,FWD,4670,1814,1476,5,50
Audi,Q3 2.0 TDI quattro Premium Plus,14200,2013,117000,Diesel,Automatic,Chennai,Black,First,Individual,1968,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,AWD,4385,1831,1608,5,64
Toyota,Innova 2.4 VX 7 STR [2016-2020],14210,2017,75000,Diesel,Manual,Varanasi,White,Second,Individual,2393,148 bhp @ 3400 rpm,343 Nm @ 1400 rpm,RWD,4735,1830,1795,7,55
Hyundai,Creta SX 1.6 AT CRDi,14250,2018,72870,Diesel,Automatic,Mumbai,White,First,Corporate,1582,126 bhp @ 4000 rpm,260 Nm @ 1500 rpm,FWD,4270,1780,1665,5,55
Audi,A6 35 TDI Premium,14500,2014,33000,Diesel,Automatic,Faridabad,Red,Second,Individual,1968,177 bhp @ 3750 rpm,380 Nm @ 1750 rpm,FWD,4915,1874,1455,5,65
Honda,City ZX CVT Petrol,14500,2021,13000,Petrol,Automatic,Delhi,Brown,First,Individual,1497,118 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,4440,1695,1495,5,40
BMW,3-Series 320d Sport Line,14500,2013,70000,Diesel,Automatic,Mumbai,Blue,Second,Individual,1995,184 bhp @ 4000 rpm,380 Nm @ 1750 rpm,RWD,4624,2031,1429,5,60
Mercedes-Benz,C-Class 220 BlueEfficiency,14500,2014,45000,Diesel,Automatic,Ranchi,White,First,Individual,2143,170 bhp @ 4200 rpm,400 Nm @ 2800 rpm,RWD,4596,1770,1447,5,66
Honda,City ZX Diesel,14500,2022,2500,Diesel,Manual,Ludhiana,White,First,Individual,1498,98 bhp @ 3600 rpm,200 Nm @ 1750 rpm,FWD,4549,1748,1489,5,40
Audi,A6 2.0 TDI Premium Plus,14500,2014,58000,Diesel,Automatic,Delhi,Black,Second,Individual,1968,177 bhp @ 3750 rpm,380 Nm @ 1750 rpm,FWD,4915,1874,1455,5,65
Jeep,Compass Limited 2.0 Diesel 4x4 [2017-2020],14500,2018,90000,Diesel,Manual,Guwahati,Black,First,Individual,1956,171 bhp @ 3750 rpm,350 Nm @ 1750 rpm,AWD,4395,1818,1640,5,60
Audi,Q3 35 TDI Premium Plus + Sunroof,14500,2014,71796,Diesel,Automatic,Bangalore,Blue,Third,Individual,1968,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,AWD,4385,1831,1608,5,64
Hyundai,Elantra 2.0 SX (O) AT,14650,2019,22000,Petrol,Automatic,Mumbai,Silver,Second,Individual,1999,150 bhp @ 6200 rpm,192 Nm @ 4000 rpm,FWD,4570,1800,1465,5,50
Hyundai,Creta SX 1.6 AT Petrol,14750,2019,9576,Petrol,Automatic,Bangalore,White,First,Individual,1591,122 bhp @ 6400 rpm,151 Nm @ 4850 rpm,FWD,4270,1780,1665,5,55
Mahindra,Scorpio S9 2WD 7 STR,14750,2020,78000,Diesel,Manual,Yamunanagar,White,First,Individual,2179,140 bhp @ 3750 rpm,320 Nm @ 1500 rpm,RWD,4456,1820,1995,7,60
Mahindra,Thar LX 4-STR Hard Top Diesel MT,14750,2021,12000,Diesel,Manual,Ludhiana,Red,First,Individual,2184,130 bhp @ 3750 rpm,300 Nm @ 1600 rpm,AWD,3985,1820,1844,4,57
Kia,Seltos HTK Plus 1.5 iMT,14750,2022,9500,Petrol,Manual,Delhi,White,First,Individual,1497,113 bhp @ 6300 rpm,144 Nm @ 4500 rpm,FWD,4315,1800,1637,5,50
Mitsubishi,Pajero 2.5 AT,14750,2016,82000,Diesel,Automatic,Mumbai,Grey,First,Individual,2477,176 bhp @ 4000 rpm,350 Nm @ 1800 rpm,RWD,4695,1815,1840,7,70
Kia,Sonet GTX Plus 1.5 AT [2020-2021],14850,2021,13000,Diesel,Automatic,Mumbai,Red,First,Individual,1493,113 bhp @ 4000 rpm,250 Nm @ 1500 rpm,FWD,3995,1790,1647,5,45
Toyota,Fortuner 3.0 4x2 MT,14850,2015,64120,Diesel,Manual,Delhi,White,Second,Individual,2982,169 bhp @ 3600 rpm,343 Nm @ 1400 rpm,RWD,4705,1840,1850,7,80
Mahindra,Marazzo M6 Plus 8 STR,14850,2021,36700,Diesel,Manual,Chennai,White,First,Individual,1497,121 bhp @ 3500 rpm,300 Nm @ 1750 rpm,FWD,4585,1866,1774,8,45
MINI,Countryman Cooper D,14890,2014,81000,Diesel,Automatic,Panvel,Purple,Second,Individual,1995,112 bhp @,270 Nm @ 1750 rpm,FWD,4097,1789,1561,5,47
Mahindra,Scorpio S11 4WD 7 STR,14900,2018,68000,Diesel,Manual,Ludhiana,White,Second,Individual,2179,140 bhp @ 3750 rpm,320 Nm @ 1500 rpm,AWD,4456,1820,1995,7,60
Kia,Seltos GTX Plus AT 1.4 [2019-2020],14900,2019,57600,Petrol,Automatic,Chennai,White,First,Individual,1353,138 bhp @ 6000 rpm,242 Nm @ 1500 rpm,FWD,4315,1800,1645,5,50
Audi,Q5 2.0 TDI quattro Premium Plus,14900,2012,40000,Diesel,Automatic,Raipur,Black,First,Individual,1968,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,AWD,4629,1898,1653,5,75
Mahindra,XUV500 W10,14900,2018,50000,Diesel,Manual,Chennai,Maroon,First,Individual,2179,138 bhp @ 3750 rpm,330 Nm @ 1600 rpm,FWD,4585,1890,1785,7,70
Honda,City ZX Diesel,14900,2021,11000,Diesel,Manual,Lucknow,White,First,Individual,1498,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,FWD,4440,1695,1495,5,40
Audi,A6 2.0 TDI Premium,14900,2012,42000,Diesel,Automatic,Raipur,Brown,First,Individual,1968,177 bhp @ 3750 rpm,380 Nm @ 1750 rpm,FWD,4915,1874,1455,5,65
Toyota,Fortuner 3.0 4x2 AT,14950,2014,85000,Diesel,Automatic,Delhi,White,First,Individual,2982,169 bhp @ 3600 rpm,360 Nm @ 1400 rpm,RWD,4705,1840,1850,7,80
Skoda,Octavia 1.8 TSI Style Plus AT [2017],14950,2017,28000,Petrol,Automatic,Mumbai,Grey,First,Individual,1798,177 bhp @ 5100 rpm,250 Nm @ 1250 rpm,FWD,4670,1814,1476,5,50
Mercedes-Benz,S-Class 350 CDI L,14950,2011,72100,Diesel,Automatic,Mumbai,Red,Second,Individual,2987,235 bhp @ 4000 rpm,490 Nm @ 1800 rpm,RWD,5226,2120,1479,5,90
Jeep,Compass Limited 1.4 Petrol AT [2017-2020],14950,2018,28000,Petrol,Automatic,Delhi,Silver,First,Individual,1368,160 bhp @ 5500 rpm,250 Nm @ 2500 rpm,FWD,4395,1818,1640,5,60
Kia,Sonet GTX Plus 1.5 AT [2020-2021],14990,2021,22000,Diesel,Automatic,Mumbai,Red,First,Individual,1493,113 bhp @ 4000 rpm,250 Nm @ 1500 rpm,FWD,3995,1790,1647,5,45
Audi,A6 2.0 TDI Premium,15000,2014,69000,Diesel,Automatic,Mohali,Blue,First,Individual,1968,177 bhp @ 3750 rpm,380 Nm @ 1750 rpm,FWD,4915,1874,1455,5,65
Mercedes-Benz,S-Class 350,15000,2009,75000,Petrol,Automatic,Chennai,Red,Second,Individual,3498,272@6000,350@2400,RWD,5076,1871,1473,5,90
Skoda,Superb L&K TSI AT,15000,2016,70000,Petrol,Automatic,Raipur,White,Second,Individual,1798,177 bhp @ 5100 rpm,250 Nm @ 1250 rpm,FWD,4861,1864,1483,5,66
Volkswagen,Taigun Highline 1.0 TSI AT,15000,2021,31000,Petrol,Automatic,Hyderabad,Silver,First,Individual,999,114 bhp @ 5000 rpm,178 Nm @ 1750 rpm,FWD,4221,1760,1612,5,50
Mahindra,Thar LX 4-STR Hard Top Petrol MT,15000,2021,8000,Petrol,Manual,Agra,Red,Second,Individual,1997,150 bhp @ 5000 rpm,300 Nm @ 1250 rpm,AWD,3985,1820,1844,4,57
Mahindra,XUV500 W11,15000,2019,75000,Diesel,Manual,Kota,White,First,Individual,2179,153 bhp @ 3750 rpm,360 Nm @ 1750 rpm,FWD,4585,1890,1785,7,70
Audi,Q3 2.0 TDI quattro Premium Plus,15130,2015,79000,Diesel,Automatic,Ahmedabad,Blue,Second,Individual,1968,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,AWD,4385,1831,1608,5,64
Skoda,Octavia 1.8 TSI L&K,15150,2018,67546,Petrol,Automatic,Ludhiana,Others,Second,Individual,1798,177 bhp @ 5100 rpm,250 Nm @ 1250 rpm,FWD,4670,1814,1476,5,50
Mahindra,Thar LX 4-STR Hard Top Petrol MT,15200,2021,14000,Petrol,Manual,Delhi,Brown,First,Individual,1997,150 bhp @ 5000 rpm,300 Nm @ 1250 rpm,AWD,3985,1820,1844,4,57
Toyota,Fortuner 3.0 4x2 AT,15250,2014,72000,Diesel,Automatic,Delhi,White,First,Individual,2982,169 bhp @ 3600 rpm,360 Nm @ 1400 rpm,RWD,4705,1840,1850,7,80
Kia,Seltos HTK Plus 1.5 [2019-2020],15250,2021,14000,Petrol,Manual,Delhi,Black,First,Individual,1497,114 bhp @ 6300 rpm,144 Nm @ 4500 rpm,FWD,4315,1800,1645,5,50
Audi,A3 35 TDI Technology + Sunroof,15250,2016,32000,Diesel,Automatic,Delhi,Red,First,Individual,1968,141 bhp @ 3500 rpm,320 Nm @ 1750 rpm,FWD,4456,1796,1416,5,50
Audi,A4 35 TDI Premium Sunroof,15250,2015,49000,Diesel,Automatic,Mohali,Silver,First,Individual,1968,177 bhp @ 4200 rpm,380 Nm @ 1750 rpm,FWD,4701,1826,1427,5,63
Honda,City ZX CVT Petrol,15300,2022,2000,Petrol,Automatic,Delhi,Grey,First,Individual,1498,119 bhp @ 6600 rpm,145 Nm @ 4300 rpm,FWD,4549,1748,1489,5,40
Toyota,Innova 2.4 G 7 STR [2016-2017],15490,2018,95315,Diesel,Manual,Karnal,Brown,Second,Individual,2393,148 bhp @ 3400 rpm,343 Nm @ 1400 rpm,RWD,4735,1830,1795,7,55
MG,Astor Sharp EX 1.5 MT,15500,2022,600,Petrol,Manual,Kolkata,Orange,First,Individual,1498,108 bhp @ 6000 rpm,144 Nm @ 4400 rpm,FWD,4323,1809,1650,5,48
Mahindra,Thar AX 6-STR Soft Top Diesel MT,15500,2020,28000,Diesel,Manual,Delhi,Black,First,Individual,2184,130 bhp @ 3750 rpm,300 Nm @ 1600 rpm,AWD,3985,1820,1920,6,57
Kia,Seltos GTX Plus 1.4 [2020-2021],15500,2019,17000,Petrol,Manual,Bangalore,White,First,Individual,1353,138 bhp @ 6000 rpm,242 Nm @ 1500 rpm,FWD,4315,1800,1645,5,50
BMW,3-Series 320d Luxury Line,15500,2013,104264,Diesel,Automatic,Hyderabad,Red,Second,Individual,1995,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD,4633,1811,1429,5,57
Mahindra,Scorpio S5,15500,2022,12000,Diesel,Manual,Delhi,White,First,Individual,2179,137 bhp @ 3750 rpm,319 Nm @ 1500 rpm,RWD,4456,1820,1995,7,60
Audi,A4 2.0 TDI (177bhp) Premium Plus,15750,2013,66000,Diesel,Automatic,Hyderabad,White,First,Individual,1968,177 bhp @ 4200 rpm,380 Nm @ 1750 rpm,FWD,4701,1826,1427,5,63
Mahindra,Thar LX 4-STR Hard Top Petrol MT,15750,2021,8519,Petrol,Manual,Mumbai,Blue,First,Individual,1997,150 bhp @ 5000 rpm,300 Nm @ 1250 rpm,AWD,3985,1820,1844,4,57
Kia,Seltos HTX Plus 1.5 Diesel [2020-2021],15750,2019,55000,Diesel,Manual,Lucknow,Silver,First,Individual,1493,113 bhp @ 4000 rpm,250 Nm @ 1500 rpm,FWD,4315,1800,1645,5,50
Audi,A4 2.0 TDI (143bhp),15750,2014,15000,Diesel,Automatic,Delhi,Red,First,Individual,1968,141 bhp @ 4200 rpm,320 Nm @ 1750 rpm,FWD,4701,1826,1427,5,63
Kia,Seltos HTK Plus AT 1.5 Diesel [2020-2021],15750,2020,63000,Diesel,Automatic,Ahmedabad,White,First,Individual,1493,113 bhp @ 4000 rpm,250 Nm @ 1500 rpm,FWD,4315,1800,1645,5,50
Toyota,Innova 2.8 GX AT 7 STR [2016-2020],15800,2018,115000,Diesel,Automatic,Delhi,Beige,First,Individual,2755,172 bhp @ 3400 rpm,360 Nm @ 1200 rpm,RWD,4735,1830,1795,7,55
Hyundai,Tucson GL 2WD AT Petrol,15950,2017,86000,Petrol,Automatic,Bangalore,Blue,First,Individual,1999,153 bhp @ 6200 rpm,192 Nm @ 4000 rpm,FWD,4475,1850,1660,5,62
Volvo,V40 Cross Country D3,15950,2015,44000,Diesel,Automatic,Mumbai,Blue,First,Individual,1984,150 bhp @ 3500 rpm,350 Nm @ 1500 rpm,FWD,4370,1783,1458,5,60
Mahindra,XUV500 W11 AT,15950,2018,54154,Diesel,Automatic,Lucknow,Red,Second,Individual,2179,153 bhp @ 3750 rpm,360 Nm @ 1750 rpm,FWD,4585,1890,1785,7,70
